Command,Symbol,BuySell,Size,Price,Account,OrderType,TimeInForce,DateExpiration,ExecBroker,StopPrice,MinQty,MaxFloor,Memo,ErrorInfo,AppOrderID,AppCxlRplID
CANCEL,RSID3,BUY,1000.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00113-CXL,00113
CANCEL,BBDC4,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00114-CXL,00114
CANCEL,PETR4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00115-CXL,00115
CANCEL,VALE5,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00116-CXL,00116
CANCEL,VALE5,SELL,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00117-CXL,00117
CANCEL,PETR3,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00118-CXL,00118
CANCEL,PDGR3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00119-CXL,00119
CANCEL,PDGR3,SELL,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00120-CXL,00120
CANCEL,PDGR3,SELL,4500.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00121-CXL,00121
CANCEL,RSID3,BUY,1100.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00122-CXL,00122
CANCEL,RSID3,SELL,1000.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00123-CXL,00123
CANCEL,BBDC4,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00124-CXL,00124
CANCEL,GOLL4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00125-CXL,00125
CANCEL,TAMM4,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00126-CXL,00126
CANCEL,VALE3,SELL,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00127-CXL,00127
CANCEL,VALE5,SELL,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00128-CXL,00128
CANCEL,ELET3,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00129-CXL,00129
NEW,PETR4,BUY,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00001,null
NEW,VALE5,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00002,null
CANCEL,VALE5,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00003,00002
NEW,PETR3,BUY,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00004,null
NEW,PDGR3,SELL,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00005,null
REPLACE,PDGR3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00006,00005
REPLACE,PDGR3,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00007,00006
NEW,RSID3,BUY,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00008,null
NEW,RSID3,SELL,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00009,null
NEW,BBDC4,BUY,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00010,null
NEW,PETR4,BUY,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00011,null
NEW,VALE5,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00012,null
NEW,VALE5,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00013,null
NEW,PETR3,BUY,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00014,null
NEW,PDGR3,SELL,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00015,null
NEW,PDGR3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00016,null
NEW,PDGR3,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00017,null
NEW,RSID3,BUY,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00018,null
NEW,RSID3,SELL,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00019,null
NEW,BBDC4,BUY,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00020,null
NEW,GOLL4,BUY,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00021,null
NEW,TAMM4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00022,null
NEW,VALE3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00023,null
NEW,VALE5,SELL,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00024,null
NEW,ELET3,BUY,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00025,null
NEW,TNLP4,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00026,null
NEW,PETR4,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00027,null
NEW,VALE5,SELL,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00028,null
NEW,VALE5,BUY,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00029,null
NEW,PETR3,BUY,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00030,null
NEW,PDGR3,BUY,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00031,null
NEW,PDGR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00032,null
NEW,PDGR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00033,null
NEW,RSID3,BUY,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00034,null
NEW,RSID3,BUY,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00035,null
NEW,BBDC4,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00036,null
NEW,PETR4,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00037,null
NEW,VALE5,SELL,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00038,null
NEW,VALE5,BUY,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00039,null
NEW,PETR3,SELL,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00040,null
NEW,PDGR3,SELL,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00041,null
NEW,PDGR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00042,null
NEW,PDGR3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00043,null
NEW,RSID3,SELL,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00044,null
NEW,RSID3,BUY,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00045,null
NEW,BBDC4,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00046,null
NEW,GOLL4,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00047,null
NEW,TAMM4,SELL,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00048,null
NEW,VALE3,BUY,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00049,null
NEW,VALE5,SELL,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00050,null
NEW,ELET3,SELL,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00051,null
NEW,TNLP4,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00052,null
NEW,PETR4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00053,null
NEW,VALE5,SELL,1000.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00054,null
NEW,VALE5,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00055,null
NEW,PETR3,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00056,null
NEW,PDGR3,BUY,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00057,null
NEW,PDGR3,SELL,300.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00058,null
NEW,PDGR3,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00059,null
NEW,RSID3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00060,null
NEW,RSID3,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00061,null
NEW,BBDC4,BUY,4500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00062,null
NEW,PETR4,BUY,1100.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00063,null
NEW,VALE5,SELL,1000.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00064,null
NEW,VALE5,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00065,null
NEW,PETR3,BUY,500.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00066,null
NEW,PDGR3,SELL,100.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00067,null
NEW,PDGR3,SELL,300.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00068,null
NEW,PDGR3,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00069,null
NEW,RSID3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00070,null
NEW,RSID3,BUY,1000.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00071,null
NEW,BBDC4,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00072,null
NEW,GOLL4,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00073,null
NEW,TAMM4,BUY,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00074,null
NEW,VALE3,BUY,300.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00075,null
NEW,VALE5,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00076,null
NEW,ELET3,SELL,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00077,null
NEW,TNLP4,BUY,100.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00078,null
NEW,PETR4,SELL,4500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00079,null
NEW,VALE5,SELL,1100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00080,null
NEW,VALE5,SELL,1000.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00081,null
NEW,PETR3,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00082,null
NEW,PDGR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00083,null
NEW,PDGR3,BUY,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00084,null
NEW,PDGR3,BUY,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00085,null
NEW,RSID3,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00086,null
NEW,RSID3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00087,null
NEW,BBDC4,SELL,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00088,null
NEW,PETR4,BUY,4500.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00089,null
NEW,VALE5,SELL,1100.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00090,null
NEW,VALE5,SELL,1000.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00091,null
NEW,PETR3,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00092,null
NEW,PDGR3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00093,null
NEW,PDGR3,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00094,null
NEW,PDGR3,BUY,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00095,null
NEW,RSID3,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00096,null
NEW,RSID3,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00097,null
NEW,BBDC4,SELL,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00098,null
NEW,GOLL4,SELL,4500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00099,null
NEW,TAMM4,BUY,1100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00100,null
NEW,VALE3,SELL,1000.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00101,null
NEW,VALE5,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00102,null
NEW,ELET3,SELL,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00103,null
NEW,TNLP4,BUY,100.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00104,null
NEW,PETR4,SELL,300.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00105,null
NEW,VALE5,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00106,null
NEW,VALE5,BUY,1000.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00107,null
NEW,PETR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00108,null
NEW,PDGR3,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00109,null
NEW,PDGR3,SELL,100.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00110,null
NEW,PDGR3,BUY,300.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00111,null
NEW,RSID3,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00112,null
NEW,RSID3,BUY,1000.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00113,null
NEW,BBDC4,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00114,null
NEW,PETR4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00115,null
NEW,VALE5,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00116,null
NEW,VALE5,SELL,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00117,null
NEW,PETR3,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00118,null
NEW,PDGR3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00119,null
NEW,PDGR3,SELL,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00120,null
NEW,PDGR3,SELL,4500.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00121,null
NEW,RSID3,BUY,1100.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00122,null
NEW,RSID3,SELL,1000.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00123,null
NEW,BBDC4,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00124,null
NEW,GOLL4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00125,null
NEW,TAMM4,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00126,null
NEW,VALE3,SELL,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00127,null
NEW,VALE5,SELL,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00128,null
NEW,ELET3,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00129,null
CANCEL,PETR4,BUY,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00001-CXL,00001
CANCEL,VALE5,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00002-CXL,00002
CANCEL,VALE5,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00003-CXL,00003
CANCEL,PETR3,BUY,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00004-CXL,00004
CANCEL,PDGR3,SELL,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00005-CXL,00005
CANCEL,PDGR3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00006-CXL,00006
CANCEL,PDGR3,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00007-CXL,00007
CANCEL,RSID3,BUY,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00008-CXL,00008
CANCEL,RSID3,SELL,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00009-CXL,00009
CANCEL,BBDC4,BUY,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00010-CXL,00010
CANCEL,PETR4,BUY,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00011-CXL,00011
CANCEL,VALE5,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00012-CXL,00012
CANCEL,VALE5,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00013-CXL,00013
CANCEL,PETR3,BUY,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00014-CXL,00014
CANCEL,PDGR3,SELL,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00015-CXL,00015
CANCEL,PDGR3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00016-CXL,00016
CANCEL,PDGR3,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00017-CXL,00017
CANCEL,RSID3,BUY,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00018-CXL,00018
CANCEL,RSID3,SELL,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00019-CXL,00019
CANCEL,BBDC4,BUY,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00020-CXL,00020
CANCEL,GOLL4,BUY,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00021-CXL,00021
CANCEL,TAMM4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00022-CXL,00022
CANCEL,VALE3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00023-CXL,00023
CANCEL,VALE5,SELL,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00024-CXL,00024
CANCEL,ELET3,BUY,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00025-CXL,00025
CANCEL,TNLP4,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00026-CXL,00026
CANCEL,PETR4,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00027-CXL,00027
CANCEL,VALE5,SELL,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00028-CXL,00028
CANCEL,VALE5,BUY,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00029-CXL,00029
CANCEL,PETR3,BUY,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00030-CXL,00030
CANCEL,PDGR3,BUY,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00031-CXL,00031
CANCEL,PDGR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00032-CXL,00032
CANCEL,PDGR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00033-CXL,00033
CANCEL,RSID3,BUY,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00034-CXL,00034
CANCEL,RSID3,BUY,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00035-CXL,00035
CANCEL,BBDC4,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00036-CXL,00036
CANCEL,PETR4,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00037-CXL,00037
CANCEL,VALE5,SELL,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00038-CXL,00038
CANCEL,VALE5,BUY,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00039-CXL,00039
CANCEL,PETR3,SELL,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00040-CXL,00040
CANCEL,PDGR3,SELL,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00041-CXL,00041
CANCEL,PDGR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00042-CXL,00042
CANCEL,PDGR3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00043-CXL,00043
CANCEL,RSID3,SELL,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00044-CXL,00044
CANCEL,RSID3,BUY,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00045-CXL,00045
CANCEL,BBDC4,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00046-CXL,00046
CANCEL,GOLL4,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00047-CXL,00047
CANCEL,TAMM4,SELL,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00048-CXL,00048
CANCEL,VALE3,BUY,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00049-CXL,00049
CANCEL,VALE5,SELL,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00050-CXL,00050
CANCEL,ELET3,SELL,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00051-CXL,00051
CANCEL,TNLP4,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00052-CXL,00052
CANCEL,PETR4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00053-CXL,00053
CANCEL,VALE5,SELL,1000.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00054-CXL,00054
CANCEL,VALE5,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00055-CXL,00055
CANCEL,PETR3,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00056-CXL,00056
CANCEL,PDGR3,BUY,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00057-CXL,00057
CANCEL,PDGR3,SELL,300.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00058-CXL,00058
CANCEL,PDGR3,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00059-CXL,00059
CANCEL,RSID3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00060-CXL,00060
CANCEL,RSID3,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00061-CXL,00061
CANCEL,BBDC4,BUY,4500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00062-CXL,00062
CANCEL,PETR4,BUY,1100.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00063-CXL,00063
CANCEL,VALE5,SELL,1000.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00064-CXL,00064
CANCEL,VALE5,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00065-CXL,00065
CANCEL,PETR3,BUY,500.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00066-CXL,00066
CANCEL,PDGR3,SELL,100.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00067-CXL,00067
CANCEL,PDGR3,SELL,300.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00068-CXL,00068
CANCEL,PDGR3,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00069-CXL,00069
CANCEL,RSID3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00070-CXL,00070
CANCEL,RSID3,BUY,1000.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00071-CXL,00071
CANCEL,BBDC4,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00072-CXL,00072
CANCEL,GOLL4,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00073-CXL,00073
CANCEL,TAMM4,BUY,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00074-CXL,00074
CANCEL,VALE3,BUY,300.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00075-CXL,00075
CANCEL,VALE5,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00076-CXL,00076
CANCEL,ELET3,SELL,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00077-CXL,00077
CANCEL,TNLP4,BUY,100.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00078-CXL,00078
CANCEL,PETR4,SELL,4500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00079-CXL,00079
CANCEL,VALE5,SELL,1100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00080-CXL,00080
CANCEL,VALE5,SELL,1000.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00081-CXL,00081
CANCEL,PETR3,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00082-CXL,00082
CANCEL,PDGR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00083-CXL,00083
CANCEL,PDGR3,BUY,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00084-CXL,00084
CANCEL,PDGR3,BUY,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00085-CXL,00085
CANCEL,RSID3,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00086-CXL,00086
CANCEL,RSID3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00087-CXL,00087
CANCEL,BBDC4,SELL,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00088-CXL,00088
CANCEL,PETR4,BUY,4500.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00089-CXL,00089
CANCEL,VALE5,SELL,1100.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00090-CXL,00090
CANCEL,VALE5,SELL,1000.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00091-CXL,00091
CANCEL,PETR3,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00092-CXL,00092
CANCEL,PDGR3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00093-CXL,00093
CANCEL,PDGR3,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00094-CXL,00094
CANCEL,PDGR3,BUY,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00095-CXL,00095
CANCEL,RSID3,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00096-CXL,00096
CANCEL,RSID3,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00097-CXL,00097
CANCEL,BBDC4,SELL,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00098-CXL,00098
CANCEL,GOLL4,SELL,4500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00099-CXL,00099
CANCEL,TAMM4,BUY,1100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00100-CXL,00100
CANCEL,VALE3,SELL,1000.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00101-CXL,00101
CANCEL,VALE5,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00102-CXL,00102
CANCEL,ELET3,SELL,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00103-CXL,00103
